place_name,district_name,latitude,longitude,popularity_rating,average_temperature,type_of_place,best_visiting_month,short_description
Mussoorie,Pauri Garhwal,29.914,77.7059,3,5.3,Wildlife Sanctuary,October,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
Almora,Uttarkashi,30.2215,78.1221,2,9.9,Temple,June,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
Mussoorie,Dehradun,29.0214,79.4126,5,6.1,Wildlife Sanctuary,August,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi
Mussoorie,Uttarkashi,30.2537,80.3026,2,25.5,Hill Station,December,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
Mussoorie,Nainital,30.6783,78.5512,5,4.6,Hill Station,October,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
Haridwar,Pauri Garhwal,31.1877,78.2677,2,5.7,Hill Station,August,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
Rishikesh,Chamoli,30.0194,80.2215,5,10.2,Temple,December,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
Auli,Dehradun,29.3835,78.1256,3,7.3,Adventure Spot,February,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
Haridwar,Uttarkashi,30.0386,79.5138,5,1.4,Adventure Spot,March,duis aliquam convallis nunc proin at turpis a pede posuere nonummy
Almora,Haridwar,31.2526,79.8806,2,18.7,Trek,April,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
Lansdowne,Rudraprayag,30.0838,79.7593,4,6.4,Wildlife Sanctuary,March,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
Rishikesh,Bageshwar,29.1409,77.9488,1,17.4,Adventure Spot,September,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
Auli,Uttarkashi,31.1156,80.3498,2,9.0,Temple,November,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
Rishikesh,Dehradun,29.3753,78.6384,1,8.8,Adventure Spot,March,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
Rishikesh,Chamoli,31.1637,77.8177,5,2.2,Trek,March,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
Rishikesh,Dehradun,30.1741,79.8327,1,3.9,Lake,December,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
Lansdowne,Bageshwar,30.1552,79.7675,2,10.7,Trek,January,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
Mussoorie,Bageshwar,29.3688,77.913,3,28.9,Temple,October,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
Lansdowne,Bageshwar,29.4013,77.6024,5,29.9,Hill Station,March,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
Almora,Rudraprayag,31.3777,78.2024,1,0.3,Temple,December,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
Rishikesh,Uttarkashi,29.8671,77.6086,2,7.9,Hill Station,July,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
Haridwar,Haridwar,29.8944,78.6474,4,12.1,Trek,June,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
Mussoorie,Uttarkashi,31.0725,78.162,2,19.4,Trek,May,neque duis bibendum morbi non quam nec dui luctus rutrum nulla
Rishikesh,Haridwar,29.0078,79.8475,5,11.4,Trek,January,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
Almora,Chamoli,30.2467,79.4515,5,29.0,Wildlife Sanctuary,September,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
Almora,Dehradun,29.7311,79.0224,5,13.1,Hill Station,March,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
Nainital,Tehri Garhwal,30.8725,77.9928,5,2.3,Wildlife Sanctuary,January,at dolor quis odio consequat varius integer ac leo pellentesque
Almora,Bageshwar,29.2071,80.2703,4,4.4,Temple,January,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
Chopta,Almora,31.3304,80.3756,3,4.6,Lake,December,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
Haridwar,Haridwar,30.7077,77.7047,2,22.7,Trek,May,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
Nainital,Uttarkashi,29.3238,80.3025,4,24.7,Temple,March,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
Lansdowne,Uttarkashi,31.3619,78.1751,4,4.4,Lake,February,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
Lansdowne,Pauri Garhwal,30.8741,80.0152,1,2.3,Lake,June,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
Almora,Pauri Garhwal,30.6715,79.6534,4,14.3,Temple,February,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
Mussoorie,Nainital,30.0542,79.7738,2,2.5,Lake,September,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
Auli,Chamoli,30.4325,79.424,2,1.9,Wildlife Sanctuary,November,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
Nainital,Haridwar,30.0457,79.7517,1,5.8,Temple,January,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
Chopta,Tehri Garhwal,29.8644,78.6027,1,15.0,Hill Station,September,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
Almora,Haridwar,31.2327,77.6696,3,8.2,Wildlife Sanctuary,February,aliquam convallis nunc proin at turpis a pede posuere nonummy
Ranikhet,Uttarkashi,29.679,77.9008,4,15.8,Temple,May,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
Chopta,Dehradun,29.3977,79.5558,2,23.0,Trek,June,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
Rishikesh,Dehradun,29.5323,80.1891,3,18.6,Temple,October,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
Nainital,Tehri Garhwal,29.4449,77.5771,3,25.9,Temple,April,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
Mussoorie,Almora,29.7431,78.4974,5,22.9,Temple,January,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
Jim Corbett National Park,Rudraprayag,29.0847,78.3219,4,3.3,Temple,September,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
Jim Corbett National Park,Haridwar,29.1258,79.4698,3,19.3,Temple,February,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
Lansdowne,Pauri Garhwal,31.0432,78.7843,1,16.6,Lake,November,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
Almora,Bageshwar,29.3755,80.2421,3,29.7,Trek,August,morbi odio odio elementum eu interdum eu tincidunt in leo
Ranikhet,Uttarkashi,29.2577,78.5091,3,2.0,Temple,July,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
Ranikhet,Bageshwar,31.4286,80.0208,1,21.1,Trek,November,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
Haridwar,Almora,31.1657,79.8576,2,13.0,Hill Station,September,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
Almora,Almora,30.9834,78.3763,4,8.5,Temple,December,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
Rishikesh,Haridwar,30.977,80.1585,5,5.7,Wildlife Sanctuary,November,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
Nainital,Bageshwar,30.395,78.4489,3,25.4,Hill Station,December,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
Chopta,Pauri Garhwal,29.7297,78.5238,5,2.6,Temple,September,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
Haridwar,Pauri Garhwal,31.0938,79.1625,3,17.5,Wildlife Sanctuary,June,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
Mussoorie,Tehri Garhwal,30.1863,80.183,4,19.9,Adventure Spot,August,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
Auli,Tehri Garhwal,29.7515,79.0919,4,2.4,Adventure Spot,September,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
Rishikesh,Uttarkashi,30.9215,78.4659,3,9.4,Hill Station,October,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo
Mussoorie,Dehradun,30.7143,79.1952,3,18.4,Lake,March,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
Rishikesh,Dehradun,31.0723,78.9654,4,27.3,Lake,November,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
Auli,Bageshwar,29.9684,79.4899,5,23.5,Wildlife Sanctuary,May,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
Haridwar,Tehri Garhwal,30.4519,80.1941,2,8.3,Wildlife Sanctuary,June,mi integer ac neque duis bibendum morbi non quam nec dui luctus
Ranikhet,Dehradun,31.4084,79.3266,5,14.4,Lake,May,id nisl venenatis lacinia aenean sit amet justo morbi ut odio
Jim Corbett National Park,Uttarkashi,29.7671,80.0062,3,25.5,Trek,December,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
Auli,Uttarkashi,29.454,78.216,1,25.6,Adventure Spot,May,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
Nainital,Tehri Garhwal,31.3893,79.5531,5,29.2,Lake,November,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
Ranikhet,Dehradun,30.6288,77.8385,3,15.9,Hill Station,October,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
Almora,Almora,30.2833,79.1381,3,21.2,Trek,October,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
Mussoorie,Chamoli,30.8419,79.1775,3,6.5,Adventure Spot,October,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
Ranikhet,Dehradun,30.0741,79.9267,5,26.8,Trek,February,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
Haridwar,Haridwar,29.4214,78.0557,2,21.7,Hill Station,July,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
Almora,Haridwar,31.3963,78.6633,2,27.6,Wildlife Sanctuary,October,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
Haridwar,Almora,31.2241,78.1637,4,6.9,Temple,September,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
Rishikesh,Haridwar,29.4244,80.0834,5,2.7,Adventure Spot,December,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus
Auli,Rudraprayag,29.5118,80.4667,1,25.8,Hill Station,October,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
Jim Corbett National Park,Dehradun,30.7885,79.5927,1,17.5,Adventure Spot,September,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
Nainital,Uttarkashi,30.2412,79.4116,1,7.0,Hill Station,August,ut tellus nulla ut erat id mauris vulputate elementum nullam varius
Haridwar,Uttarkashi,31.1512,80.477,1,28.9,Temple,August,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
Auli,Bageshwar,30.8192,79.5503,1,7.7,Lake,November,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer
Ranikhet,Pauri Garhwal,30.6793,79.6556,4,17.9,Adventure Spot,November,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
Auli,Bageshwar,29.9603,78.6584,4,25.8,Wildlife Sanctuary,July,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
Rishikesh,Dehradun,30.1837,80.3713,5,6.6,Temple,June,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
Nainital,Rudraprayag,29.6064,78.847,3,0.6,Adventure Spot,February,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
Mussoorie,Almora,29.6764,78.0984,2,3.4,Wildlife Sanctuary,February,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
Lansdowne,Pauri Garhwal,30.4747,78.8094,5,23.3,Trek,December,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
Haridwar,Dehradun,31.4501,77.7554,1,3.0,Adventure Spot,April,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
Nainital,Nainital,30.9986,80.3485,1,18.0,Wildlife Sanctuary,June,eget massa tempor convallis nulla neque libero convallis eget eleifend
Chopta,Rudraprayag,30.6141,77.8942,4,19.8,Lake,November,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
Rishikesh,Dehradun,31.3637,77.926,2,6.4,Temple,December,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
Chopta,Bageshwar,30.0684,80.0887,3,18.4,Wildlife Sanctuary,November,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
Mussoorie,Chamoli,29.2529,79.4161,1,8.4,Wildlife Sanctuary,April,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
Rishikesh,Tehri Garhwal,30.6148,80.1882,2,13.1,Wildlife Sanctuary,July,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
Chopta,Bageshwar,31.2397,79.1137,2,22.3,Wildlife Sanctuary,August,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
Chopta,Uttarkashi,29.1939,79.6776,1,12.9,Hill Station,September,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
Auli,Rudraprayag,30.5975,79.0213,4,26.8,Adventure Spot,May,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
Lansdowne,Haridwar,30.2266,80.0365,4,4.4,Hill Station,July,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
Nainital,Bageshwar,29.8988,78.8476,5,13.1,Adventure Spot,June,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
Haridwar,Tehri Garhwal,30.8017,79.7851,4,0.5,Temple,June,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
Chopta,Dehradun,30.3212,78.655,1,6.3,Temple,January,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
Almora,Rudraprayag,30.6969,78.9097,3,20.4,Hill Station,November,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
Almora,Pauri Garhwal,31.4066,78.7619,1,7.6,Trek,October,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
Mussoorie,Rudraprayag,30.5684,80.0282,2,0.6,Wildlife Sanctuary,June,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
Auli,Tehri Garhwal,30.6757,78.577,1,5.2,Hill Station,May,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor
Chopta,Dehradun,30.0661,77.5325,1,0.6,Lake,February,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
Jim Corbett National Park,Haridwar,29.755,77.9116,4,9.4,Trek,June,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
Almora,Nainital,29.0272,79.1425,5,29.4,Adventure Spot,July,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
Nainital,Nainital,30.203,77.9652,4,23.5,Wildlife Sanctuary,April,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
Almora,Haridwar,30.9443,79.0274,2,15.8,Wildlife Sanctuary,December,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
Nainital,Dehradun,30.5097,77.5565,1,21.3,Wildlife Sanctuary,August,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
Nainital,Haridwar,30.3221,78.4939,2,5.9,Lake,June,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
Rishikesh,Nainital,30.2504,77.7559,1,16.8,Hill Station,May,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non
Jim Corbett National Park,Nainital,29.2534,77.8227,1,16.8,Trek,April,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
Jim Corbett National Park,Tehri Garhwal,30.3778,77.8295,5,20.4,Wildlife Sanctuary,August,nulla tempus vivamus in felis eu sapien cursus vestibulum proin
Mussoorie,Nainital,29.6427,80.2109,1,28.6,Temple,June,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
Auli,Rudraprayag,30.0239,79.4178,1,2.1,Adventure Spot,February,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
Ranikhet,Tehri Garhwal,29.9893,79.2413,4,19.6,Adventure Spot,September,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
Mussoorie,Tehri Garhwal,30.8066,79.2407,4,19.4,Wildlife Sanctuary,October,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
Nainital,Pauri Garhwal,30.418,77.9469,5,6.4,Trek,May,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
Nainital,Tehri Garhwal,30.5556,79.8592,4,29.9,Hill Station,July,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
Ranikhet,Haridwar,31.1365,79.4035,1,24.6,Temple,January,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
Jim Corbett National Park,Pauri Garhwal,30.344,80.0591,2,20.4,Adventure Spot,May,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
Lansdowne,Haridwar,29.4701,80.0016,1,19.0,Trek,June,nulla nunc purus phasellus in felis donec semper sapien a
Almora,Nainital,30.4509,80.0717,4,11.1,Adventure Spot,September,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
Lansdowne,Almora,31.3559,78.5223,5,2.1,Temple,July,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
Jim Corbett National Park,Chamoli,29.2366,79.1434,4,25.6,Trek,February,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
Auli,Tehri Garhwal,30.3725,80.2219,3,26.9,Temple,May,purus phasellus in felis donec semper sapien a libero nam
Lansdowne,Chamoli,30.1274,77.8545,4,4.6,Wildlife Sanctuary,February,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
Nainital,Dehradun,30.4891,79.898,5,22.1,Adventure Spot,May,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
Lansdowne,Tehri Garhwal,31.0539,79.6659,2,20.1,Hill Station,February,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
Almora,Haridwar,31.2628,78.9851,1,3.8,Adventure Spot,June,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
Jim Corbett National Park,Nainital,29.426,79.0279,2,23.7,Wildlife Sanctuary,September,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
Haridwar,Chamoli,30.7726,80.0922,4,9.2,Hill Station,September,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
Nainital,Nainital,29.3849,79.2181,3,14.4,Trek,August,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
Ranikhet,Bageshwar,29.4703,78.572,4,29.3,Trek,June,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
Nainital,Uttarkashi,31.0321,80.1823,4,1.7,Adventure Spot,May,magna at nunc commodo placerat praesent blandit nam nulla integer
Haridwar,Almora,30.4408,79.2649,2,7.4,Wildlife Sanctuary,January,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
Rishikesh,Haridwar,29.1843,79.0636,3,28.1,Adventure Spot,April,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
Chopta,Bageshwar,29.772,80.0416,5,13.7,Temple,June,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
Lansdowne,Haridwar,29.5737,80.3632,3,7.6,Adventure Spot,November,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
Lansdowne,Rudraprayag,29.5824,79.9631,3,4.6,Trek,July,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
Auli,Almora,29.41,80.4361,5,17.9,Hill Station,December,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
Jim Corbett National Park,Rudraprayag,30.6133,78.5621,1,22.1,Wildlife Sanctuary,December,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo
Mussoorie,Almora,29.1203,79.1546,2,14.7,Lake,September,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
Mussoorie,Chamoli,29.0427,79.7979,3,16.9,Trek,February,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
Nainital,Chamoli,29.449,79.492,1,26.5,Lake,September,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
Ranikhet,Rudraprayag,30.5784,77.8466,3,5.5,Wildlife Sanctuary,May,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
Haridwar,Dehradun,30.9116,79.022,1,16.6,Trek,August,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
Rishikesh,Almora,30.0326,78.7693,1,16.2,Temple,August,volutpat dui maecenas tristique est et tempus semper est quam pharetra
Mussoorie,Dehradun,30.2254,77.5375,3,13.7,Trek,March,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
Chopta,Almora,30.3,78.1137,3,4.2,Adventure Spot,October,sem praesent id massa id nisl venenatis lacinia aenean sit
Chopta,Uttarkashi,30.7239,78.3729,5,16.0,Wildlife Sanctuary,August,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
Nainital,Tehri Garhwal,30.5323,79.3688,1,20.7,Lake,December,est donec odio justo sollicitudin ut suscipit a feugiat et
Ranikhet,Pauri Garhwal,31.3583,77.5252,4,0.4,Wildlife Sanctuary,April,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
Lansdowne,Haridwar,29.5492,78.7121,1,3.8,Lake,February,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
Almora,Nainital,29.897,79.4774,5,27.7,Lake,September,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
Auli,Almora,31.1282,78.2705,3,7.6,Wildlife Sanctuary,February,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
Nainital,Dehradun,31.0919,79.5515,5,29.9,Hill Station,July,non sodales sed tincidunt eu felis fusce posuere felis sed
Ranikhet,Chamoli,31.0607,80.3921,4,9.7,Hill Station,April,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
Almora,Dehradun,30.6066,78.9546,4,21.4,Temple,August,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
Nainital,Tehri Garhwal,30.2092,79.4896,2,22.1,Wildlife Sanctuary,August,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
Haridwar,Rudraprayag,30.3236,78.7143,3,25.0,Adventure Spot,May,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
Auli,Almora,30.1993,78.0309,3,19.6,Lake,January,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
Chopta,Bageshwar,30.855,78.5993,1,8.4,Trek,January,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
Lansdowne,Tehri Garhwal,30.5169,79.6436,3,15.6,Temple,November,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
Chopta,Tehri Garhwal,29.6174,80.0046,3,17.4,Lake,March,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
Mussoorie,Nainital,30.8432,77.999,2,29.8,Wildlife Sanctuary,June,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
Ranikhet,Chamoli,30.9046,79.9129,5,15.1,Trek,September,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
Mussoorie,Bageshwar,31.3409,77.7805,2,6.6,Adventure Spot,May,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
Ranikhet,Dehradun,29.9847,78.6487,4,17.2,Wildlife Sanctuary,January,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
Nainital,Pauri Garhwal,31.2629,79.9169,4,28.9,Temple,May,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
Lansdowne,Almora,30.2927,80.2833,3,15.2,Lake,February,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
Almora,Nainital,30.371,78.6649,2,14.3,Trek,November,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
Almora,Nainital,30.886,78.4274,4,28.3,Temple,March,vestibulum quam sapien varius ut blandit non interdum in ante
Mussoorie,Rudraprayag,30.2355,79.2631,3,18.2,Lake,June,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
Almora,Haridwar,30.0683,80.3382,2,23.2,Wildlife Sanctuary,September,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
Ranikhet,Dehradun,30.9904,79.0512,5,7.2,Temple,September,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
Lansdowne,Uttarkashi,30.1283,79.0746,1,27.7,Wildlife Sanctuary,April,cursus urna ut tellus nulla ut erat id mauris vulputate
Mussoorie,Bageshwar,31.4382,79.621,5,11.9,Temple,June,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
